col0_1,col0_2
3701.0,0.00869814966945632
3702.0,0.008708863212672578
3703.0,0.00871958452327259
3704.0,0.008730313603888625
3705.0,0.008741050457152968
3706.0,0.008751795085697895
3707.0,0.008762547492155683
3708.0,0.00877330767915861
3709.0,0.00878407564933896
3710.0,0.008794851405329006
3711.0,0.008805634949761025
3712.0,0.008816426285267298
3713.0,0.008827225414480104
3714.0,0.00883803234003172
3715.0,0.008848847064554423
3716.0,0.008859669590680491
3717.0,0.008870499921042203
3718.0,0.008881338058271836
3719.0,0.008892184005001672
3720.0,0.008903037763863987
3721.0,0.008913899337491057
3722.0,0.008924768728515163
3723.0,0.008935645939568582
3724.0,0.00894653097328359
3725.0,0.00895742383229247
3726.0,0.008968324519227496
3727.0,0.008979233036720949
3728.0,0.008990149387405106
3729.0,0.009001073573912244
3730.0,0.009012005598874643
3731.0,0.00902294546492458
3732.0,0.009033893174694333
3733.0,0.009044848730816181
3734.0,0.009055812135922402
3735.0,0.009066783392645276
3736.0,0.009080181490880695
3737.0,0.009094759186148419
3738.0,0.00910934858383716
3739.0,0.009123949688121365
3740.0,0.009138562503175471
3741.0,0.009153187033173927
3742.0,0.009167823282291175
3743.0,0.009182471254701658
3744.0,0.00919713095457982
3745.0,0.009211802386100101
3746.0,0.009226485553436947
3747.0,0.009241180460764796
3748.0,0.009255887112258098
3749.0,0.009270605512091289
3750.0,0.009285335664438822
3751.0,0.009300077573475132
3752.0,0.009314831243374662
3753.0,0.009329596678311859
3754.0,0.009344373882461163
3755.0,0.009359162859997019
3756.0,0.009373963615093869
3757.0,0.009388776151926159
3758.0,0.009403600474668329
3759.0,0.009418436587494819
3760.0,0.00943328449458008
3761.0,0.009448144200098551
3762.0,0.009463015708224672
3763.0,0.00947789902313289
3764.0,0.009492794148997646
3765.0,0.009507701089993388
3766.0,0.009522619850294555
3767.0,0.00953755043407559
3768.0,0.009552492845510933
3769.0,0.009567447088775036
3770.0,0.00958241316804233
3771.0,0.00959739108748727
3772.0,0.009612380851284295
3773.0,0.009624690601313456
3774.0,0.00963323615810825
3775.0,0.009641786716776159
3776.0,0.009650342278767576
3777.0,0.009658902845532887
3778.0,0.009667468418522484
3779.0,0.009676038999186756
3780.0,0.009684614588976098
3781.0,0.009693195189340899
3782.0,0.009701780801731548
3783.0,0.009710371427598435
3784.0,0.009718967068391952
3785.0,0.00972756772556249
3786.0,0.009736173400560441
3787.0,0.009744784094836192
3788.0,0.009753399809840134
3789.0,0.00976202054702266
3790.0,0.00977064630783416
3791.0,0.009779277093725024
3792.0,0.009787912906145642
3793.0,0.009796553746546406
3794.0,0.009805199616377705
3795.0,0.009813850517089929
3796.0,0.00982250645013347
3797.0,0.009831167416958721
3798.0,0.00983983341901607
3799.0,0.009848504457755904
3800.0,0.009857180534628621
3801.0,0.009865861651084606
3802.0,0.009874547808574252
3803.0,0.00988323900854795
3804.0,0.009891935252456087
3805.0,0.009900636541749056
3806.0,0.009909342877877248
3807.0,0.009918054262291056
3808.0,0.009926770696440866
3809.0,0.009935492181777071
3810.0,0.009943557482046977
3811.0,0.009947956147681824
3812.0,0.009952355320720419
3813.0,0.009956755000823271
3814.0,0.00996115518765092
3815.0,0.00996555588086389
3816.0,0.00996995708012271
3817.0,0.009974358785087904
3818.0,0.00997876099542
3819.0,0.009983163710779527
3820.0,0.009987566930827012
3821.0,0.009991970655222983
3822.0,0.009996374883627963
3823.0,0.010000779615702485
3824.0,0.01000518485110707
3825.0,0.010009590589502255
3826.0,0.010013996830548554
3827.0,0.010018403573906504
3828.0,0.01002281081923663
3829.0,0.01002721856619946
3830.0,0.010031626814455515
3831.0,0.01003603556366533
3832.0,0.010040444813489428
3833.0,0.01004485456358834
3834.0,0.01004926481362259
3835.0,0.010053675563252708
3836.0,0.010058086812139214
3837.0,0.010062498559942644
3838.0,0.010066910806323527
3839.0,0.010071323550942379
3840.0,0.010075736793459734
3841.0,0.01008015053353612
3842.0,0.010084564770832062
3843.0,0.010088979505008089
3844.0,0.010093394735724726
3845.0,0.010097810462642503
3846.0,0.010102226685421947
3847.0,0.010106643403723583
3848.0,0.010122562050918407
3849.0,0.010139844331251787
3850.0,0.010157140472426792
3851.0,0.010174450479311675
3852.0,0.010191774356774708
3853.0,0.010209112109684143
3854.0,0.010226463742908249
3855.0,0.010243829261315288
3856.0,0.010261208669773522
3857.0,0.01027860197315121
3858.0,0.010296009176316621
3859.0,0.01031343028413801
3860.0,0.010330865301483647
3861.0,0.010348314233221788
3862.0,0.0103657770842207
3863.0,0.010383253859348643
3864.0,0.010400744563473875
3865.0,0.010418249201464667
3866.0,0.010435767778189277
3867.0,0.01045330029851597
3868.0,0.010470846767313004
3869.0,0.010488407189448644
3870.0,0.010505981569791153
3871.0,0.010523569913208792
3872.0,0.010541172224569826
3873.0,0.010558788508742515
3874.0,0.010576418770595121
3875.0,0.010594063014995908
3876.0,0.010611721246813137
3877.0,0.010629393470915072
3878.0,0.010647079692169973
3879.0,0.010664779915446105
3880.0,0.010682494145611732
3881.0,0.010700222387535109
3882.0,0.010717964646084505
3883.0,0.01073572092612818
3884.0,0.010753491232534402
3885.0,0.010770361525434435
3886.0,0.010786724084132218
3887.0,0.010803099206034306
3888.0,0.010819486895438666
3889.0,0.01083588715664326
3890.0,0.010852299993946058
3891.0,0.010868725411645018
3892.0,0.01088516341403811
3893.0,0.010901614005423292
3894.0,0.010918077190098532
3895.0,0.010934552972361797
3896.0,0.01095104135651105
3897.0,0.010967542346844251
3898.0,0.010984055947659372
3899.0,0.011000582163254372
3900.0,0.011017120997927217
3901.0,0.01103367245597587
3902.0,0.0110502365416983
3903.0,0.011066813259392468
3904.0,0.011083402613356342
3905.0,0.011100004607887877
3906.0,0.01111661924728505
3907.0,0.011133246535845817
3908.0,0.011149886477868146
3909.0,0.01116653907765
3910.0,0.011183204339489343
3911.0,0.011199882267684145
3912.0,0.011216572866532363
3913.0,0.011233276140331967
3914.0,0.011249992093380914
3915.0,0.01126672072997718
3916.0,0.011283462054418719
3917.0,0.011300216071003502
3918.0,0.011316982784029489
3919.0,0.011333762197794648
3920.0,0.011350554316596942
3921.0,0.011367359144734336
3922.0,0.011384394822469342
3923.0,0.011401800497133196
3924.0,0.011419219480724845
3925.0,0.011436651777766546
3926.0,0.011454097392780558
3927.0,0.01147155633028913
3928.0,0.011489028594814524
3929.0,0.011506514190878992
3930.0,0.011524013123004788
3931.0,0.011541525395714172
3932.0,0.011559051013529395
3933.0,0.011576589980972716
3934.0,0.011594142302566389
3935.0,0.011611707982832667
3936.0,0.011629287026293808
3937.0,0.01164687943747207
3938.0,0.011664485220889703
3939.0,0.011682104381068968
3940.0,0.011699736922532115
3941.0,0.011717382849801401
3942.0,0.011735042167399084
3943.0,0.011752714879847422
3944.0,0.011770400991668664
3945.0,0.011788100507385067
3946.0,0.011805813431518888
3947.0,0.011823539768592383
3948.0,0.011841279523127808
3949.0,0.011859032699647413
3950.0,0.011876799302673461
3951.0,0.011894579336728201
3952.0,0.011912372806333893
3953.0,0.011930179716012792
3954.0,0.011948000070287151
3955.0,0.011965833873679227
3956.0,0.011983681130711276
3957.0,0.012001541845905551
3958.0,0.012019416023784313
3959.0,0.012038198505941558
3960.0,0.012063463861515182
3961.0,0.012088750132561736
3962.0,0.01211405732642096
3963.0,0.012139385450432607
3964.0,0.012164734511936408
3965.0,0.012190104518272115
3966.0,0.012215495476779466
3967.0,0.012240907394798207
3968.0,0.012266340279668084
3969.0,0.012291794138728837
3970.0,0.012317268979320211
3971.0,0.01234276480878195
3972.0,0.012368281634453793
3973.0,0.01239381946367549
3974.0,0.012419378303786779
3975.0,0.012444958162127408
3976.0,0.012470559046037118
3977.0,0.012496180962855654
3978.0,0.012521823919922756
3979.0,0.012547487924578172
3980.0,0.01257317298416164
3981.0,0.012598879106012909
3982.0,0.012624606297471721
3983.0,0.01265035456587782
3984.0,0.012676123918570946
3985.0,0.012701914362890846
3986.0,0.012727725906177262
3987.0,0.012753558555769933
3988.0,0.012779412319008615
3989.0,0.012805287203233038
3990.0,0.012831183215782953
3991.0,0.012857100363998106
3992.0,0.012883038655218232
3993.0,0.012908998096783078
3994.0,0.01293497869603239
3995.0,0.012960980460305908
3996.0,0.012987003396943378
3997.0,0.013016715984335325
3998.0,0.013047061967662421
3999.0,0.013077433427351926
4000.0,0.013107830372349761
4001.0,0.01313825281160184
4002.0,0.013168700754054082
4003.0,0.013199174208652395
4004.0,0.013229673184342703
4005.0,0.013260197690070918
4006.0,0.013290747734782955
4007.0,0.013321323327424733
4008.0,0.013351924476942166
4009.0,0.01338255119228117
4010.0,0.013413203482387656
4011.0,0.013443881356207553
4012.0,0.01347458482268676
4013.0,0.013505313890771203
4014.0,0.013536068569406796
4015.0,0.013566848867539455
4016.0,0.013597654794115094
4017.0,0.01362848635807963
4018.0,0.01365934356837898
4019.0,0.013690226433959058
4020.0,0.013721134963765782
4021.0,0.013752069166745063
4022.0,0.013783029051842824
4023.0,0.013814014628004974
4024.0,0.013845025904177433
4025.0,0.013876062889306113
4026.0,0.013907125592336934
4027.0,0.013938214022215812
4028.0,0.013969328187888656
4029.0,0.01400046809830139
4030.0,0.014031633762399926
4031.0,0.014062825189130176
4032.0,0.014094042387438065
4033.0,0.014125285366269502
4034.0,0.014156349158368463
4035.0,0.014187301827049794
4036.0,0.01421827996419363
4037.0,0.014249283578619914
4038.0,0.014280312679148605
4039.0,0.01431136727459967
4040.0,0.01434244737379305
4041.0,0.01437355298554871
4042.0,0.014404684118686603
4043.0,0.014435840782026685
4044.0,0.014467022984388914
4045.0,0.014498230734593245
4046.0,0.014529464041459631
4047.0,0.014560722913808038
4048.0,0.014592007360458409
4049.0,0.014623317390230707
4050.0,0.014654653011944893
4051.0,0.01468601423442091
4052.0,0.014717401066478725
4053.0,0.014748813516938292
4054.0,0.014780251594619565
4055.0,0.014811715308342499
4056.0,0.014843204666927052
4057.0,0.014874719679193179
4058.0,0.014906260353960843
4059.0,0.01493782670004999
4060.0,0.014969418726280577
4061.0,0.015001036441472566
4062.0,0.015032679854445912
4063.0,0.015064348974020562
4064.0,0.01509604380901649
4065.0,0.015127764368253634
4066.0,0.015159510660551963
4067.0,0.015191282694731426
4068.0,0.015223080479611977
4069.0,0.01525490402401358
4070.0,0.015286753336756189
4071.0,0.015321094434729522
4072.0,0.015360205977345623
4073.0,0.015399350397909229
4074.0,0.01543852770784909
4075.0,0.015477737918593946
4076.0,0.015516981041572536
4077.0,0.015556257088213602
4078.0,0.015595566069945875
4079.0,0.015634907998198107
4080.0,0.01567428288439903
4081.0,0.01571369073997739
4082.0,0.015753131576361924
4083.0,0.01579260540498137
4084.0,0.015832112237264474
4085.0,0.01587165208463998
4086.0,0.015911224958536613
4087.0,0.015950830870383122
4088.0,0.015990469831608248
4089.0,0.01603014185364074
4090.0,0.016069846947909316
4091.0,0.016109585125842738
4092.0,0.016149356398869736
4093.0,0.01618916077841905
4094.0,0.01622899827591942
4095.0,0.01626886890279959
4096.0,0.016308772670488296
4097.0,0.016348709590414283
4098.0,0.01638867967400629
4099.0,0.016428682932693058
4100.0,0.016468719377903323
4101.0,0.01650878902106583
4102.0,0.016548891873609313
4103.0,0.016589027946962518
4104.0,0.01662919725255418
4105.0,0.01666939980181305
4106.0,0.016709635606167856
4107.0,0.01674990467704735
4108.0,0.016789903970872967
4109.0,0.016826648715800644
4110.0,0.01686342326558443
4111.0,0.016900227630377036
4112.0,0.016937061820331157
4113.0,0.01697392584559949
4114.0,0.017010819716334752
4115.0,0.017047743442689646
4116.0,0.01708469703481685
4117.0,0.017121680502869094
4118.0,0.017158693856999065
4119.0,0.017195737107359468
4120.0,0.017232810264103008
4121.0,0.017269913337382387
4122.0,0.017307046337350297
4123.0,0.01734420927415946
4124.0,0.017381402157962564
4125.0,0.017418624998912308
4126.0,0.017455877807161405
4127.0,0.01749316059286256
4128.0,0.017530473366168454
4129.0,0.017567816137231813
4130.0,0.017605188916205324
4131.0,0.017642591713241697
4132.0,0.01768002453849363
4133.0,0.017717487402113836
4134.0,0.017754980314254997
4135.0,0.01779250328506983
4136.0,0.017830056324711036
4137.0,0.01786763944333131
4138.0,0.017905252651083364
4139.0,0.0179428959581199
4140.0,0.017980569374593604
4141.0,0.018018272910657197
4142.0,0.018056006576463376
4143.0,0.018093770382164837
4144.0,0.01813156433791429
4145.0,0.01816938845386443
4146.0,0.01821900482254719
4147.0,0.018271130268710578
4148.0,0.018323299639258238
4149.0,0.018375512949309374
4150.0,0.018427770213983185
4151.0,0.018480071448398864
4152.0,0.018532416667675605
4153.0,0.01858480588693261
4154.0,0.018637239121289076
4155.0,0.018689716385864197
4156.0,0.01874223769577716
4157.0,0.018794803066147173
4158.0,0.018847412512093438
4159.0,0.018900066048735148
4160.0,0.01895276369119149
4161.0,0.01900550545458166
4162.0,0.019058291354024863
4163.0,0.019111121404640306
4164.0,0.019163995621547168
4165.0,0.019216914019864636
4166.0,0.019269876614711936
4167.0,0.019322883421208248
4168.0,0.019375934454472766
4169.0,0.019429029729624698
4170.0,0.019482169261783228
4171.0,0.019535353066067566
4172.0,0.01958858115759689
4173.0,0.019641853551490417
4174.0,0.019695170262867327
4175.0,0.019748531306846836
4176.0,0.019801936698548118
4177.0,0.01985538645309038
4178.0,0.01990888058559282
4179.0,0.019962419111174638
4180.0,0.02001600204495502
4181.0,0.02006962940205317
4182.0,0.020123301197588282
4183.0,0.02018036608518546
4184.0,0.020240080576632416
4185.0,0.020299845243350108
4186.0,0.020359660102497783
4187.0,0.020419525171234704
4188.0,0.02047944046672014
4189.0,0.020539406006113342
4190.0,0.020599421806573568
4191.0,0.020659487885260078
4192.0,0.020719604259332135
4193.0,0.020779770945949
4194.0,0.020839987962269917
4195.0,0.020900255325454156
4196.0,0.020960573052660976
4197.0,0.02102094116104963
4198.0,0.02108135966777938
