col1,col2
300.5,0.0
301.0,0.0
301.5,0.0
302.0,0.0
302.5,0.0
303.0,0.0
303.5,0.0
304.0,0.0
304.5,0.0
305.0,0.0
305.5,0.0
306.0,0.0
306.5,0.0
307.0,0.0
307.5,0.0
308.0,0.0
308.5,0.0
309.0,0.0
309.5,0.0
310.0,0.0
310.5,0.0
311.0,0.0
311.5,0.0
312.0,0.0
312.5,0.0
313.0,0.0
313.5,0.0
314.0,0.0
314.5,0.0
315.0,0.0
315.5,0.0
316.0,0.0
316.5,0.0
317.0,0.0
317.5,0.0
318.0,0.0
318.5,0.0
319.0,0.0
319.5,0.0
320.0,0.0
320.5,0.0
321.0,0.0
321.5,0.0
322.0,0.0
322.5,0.0
323.0,0.0
323.5,0.0
324.0,0.0
324.5,0.0
325.0,0.0
325.5,0.0
326.0,0.0
326.5,0.0
327.0,0.0
327.5,0.0
328.0,0.0
328.5,0.0
329.0,0.0
329.5,0.0
330.0,0.0
330.5,0.0
331.0,0.0
331.5,0.0
332.0,0.0
332.5,0.0
333.0,0.0
333.5,0.0
334.0,0.0
334.5,0.0
335.0,0.0
335.5,0.0
336.0,0.0
336.5,0.0
337.0,0.0
337.5,0.0
338.0,0.0
338.5,0.0
339.0,0.0
339.5,0.0
340.0,0.0
340.5,0.0
341.0,0.0
341.5,0.0
342.0,0.0
342.5,0.0
343.0,0.0
343.5,0.0
344.0,0.0
344.5,0.0
345.0,0.0
345.5,0.0
346.0,0.0
346.5,0.0
347.0,0.0
347.5,0.0
348.0,0.0
348.5,0.0
349.0,0.0
349.5,0.0
350.0,0.0
350.5,0.0
351.0,0.0
351.5,0.0
352.0,0.0
352.5,0.0
353.0,0.0
353.5,0.0
354.0,0.0
354.5,0.0
355.0,0.0
355.5,0.0
356.0,0.0
356.5,0.0
357.0,0.0
357.5,0.0
358.0,0.0
358.5,0.0
359.0,0.0
359.5,0.0
360.0,0.0
360.5,0.0
361.0,0.0
361.5,0.0
362.0,0.0
362.5,0.0
363.0,0.0
363.5,0.0
364.0,0.0
364.5,0.0
365.0,0.0
365.5,0.0
366.0,0.0
366.5,0.0
367.0,0.0
367.5,0.0
368.0,0.0
368.5,0.0
369.0,0.0
369.5,0.0
370.0,0.0
370.5,0.0
371.0,0.0
371.5,0.0
372.0,0.0
372.5,0.0
373.0,0.0
373.5,0.0
374.0,0.0
374.5,0.0
375.0,0.0
375.5,0.0
376.0,0.0
376.5,0.0
377.0,0.0
377.5,0.0
378.0,0.0
378.5,0.0
379.0,0.0
379.5,0.0
380.0,0.0
380.5,0.0
381.0,0.0
381.5,0.0
382.0,0.0
382.5,0.0
383.0,0.0
383.5,0.0
384.0,0.0
384.5,0.0
385.0,0.0
385.5,0.0
386.0,0.0
386.5,0.0
387.0,0.0
387.5,0.0
388.0,0.0
388.5,0.0
389.0,0.0
389.5,0.0
390.0,0.0
390.5,0.0
391.0,0.0
391.5,0.0
392.0,0.0
392.5,0.0
393.0,0.0
393.5,0.0
394.0,0.0
394.5,0.0
395.0,0.0
395.5,0.0
396.0,0.0
396.5,0.0
397.0,0.0
397.5,0.0
398.0,0.0
398.5,0.0
399.0,0.0
399.5,0.0
400.0,0.0
400.5,0.0
401.0,0.0
401.5,0.0
402.0,0.0
402.5,0.0
403.0,0.0
403.5,0.0
404.0,0.0
404.5,0.0
405.0,0.0
405.5,0.0
406.0,0.0
406.5,0.0
407.0,0.0
407.5,0.0
408.0,0.0
408.5,0.0
409.0,0.0
409.5,0.0
410.0,0.0
410.5,0.0
411.0,0.0
411.5,0.0
412.0,0.0
412.5,0.0
413.0,0.0
413.5,0.0
414.0,0.0
414.5,0.0
415.0,0.0
415.5,0.0
416.0,0.0
416.5,0.0
417.0,0.0
417.5,0.0
418.0,0.0
418.5,0.0
419.0,0.0
419.5,0.0
420.0,0.0
420.5,0.0
421.0,0.0
421.5,0.0
422.0,0.0
422.5,0.0
423.0,0.0
423.5,0.0
424.0,0.0
424.5,0.0
425.0,0.0
425.5,0.0
426.0,0.0
426.5,0.0
427.0,0.0
427.5,0.0
428.0,0.0
428.5,0.0
429.0,0.0
429.5,0.0
430.0,0.0
430.5,0.0
431.0,0.0
431.5,0.0
432.0,0.0
432.5,0.0
433.0,0.0
433.5,0.0
434.0,0.0
434.5,0.0
435.0,0.0
435.5,0.0
436.0,0.0
436.5,0.0
437.0,0.0
437.5,0.0
438.0,0.0
438.5,0.0
439.0,0.0
439.5,0.0
440.0,0.0
440.5,0.0
441.0,0.0
441.5,0.0
442.0,0.0
442.5,0.0
443.0,0.0
443.5,0.0
444.0,0.0
444.5,0.0
445.0,0.0
445.5,0.0
446.0,0.0
446.5,0.0
447.0,0.0
447.5,0.0
448.0,0.0
448.5,0.0
449.0,0.0
449.5,0.0
450.0,0.0
450.5,0.0
451.0,0.0
451.5,0.0
452.0,0.0
452.5,0.0
453.0,0.0
453.5,0.0
454.0,0.0
454.5,0.0
455.0,0.0
455.5,0.0
456.0,0.0
456.5,0.0
457.0,0.0
457.5,0.0
458.0,0.0
458.5,0.0
459.0,0.0
459.5,0.0
460.0,0.0
460.5,0.0
461.0,0.0
461.5,0.0
462.0,0.0
462.5,0.0
463.0,0.0
463.5,0.0
464.0,0.0
464.5,0.0
465.0,0.0
465.5,0.0
466.0,0.0
466.5,0.0
467.0,0.0
467.5,0.0
468.0,0.0
468.5,0.0
469.0,0.0
469.5,0.0
470.0,0.0
470.5,0.0
471.0,0.0
471.5,0.0
472.0,0.0
472.5,0.0
473.0,0.0
473.5,0.0
474.0,0.0
474.5,0.0
475.0,0.0
475.5,0.0
476.0,0.0
476.5,0.0
477.0,0.0
477.5,0.0
478.0,0.0
478.5,0.0
479.0,0.0
479.5,0.0
480.0,0.0
480.5,0.0
481.0,0.0
481.5,0.0
482.0,0.0
482.5,0.0
483.0,0.0
483.5,0.0
484.0,0.0
484.5,0.0
485.0,0.0
485.5,0.0
486.0,0.0
486.5,0.0
487.0,0.0
487.5,0.0
488.0,0.0
488.5,0.0
489.0,0.0
489.5,0.0
490.0,0.0
490.5,0.0
491.0,0.0
491.5,0.0
492.0,0.0
492.5,0.0
493.0,0.0
493.5,0.0
494.0,0.0
494.5,0.0
495.0,0.0
495.5,0.0
496.0,0.0
496.5,0.0
497.0,0.0
497.5,0.0
498.0,0.0
498.5,0.0
499.0,0.0
499.5,0.0
500.0,0.0
500.5,0.0
501.0,0.0
501.5,0.0
502.0,0.0
502.5,0.0
503.0,0.0
503.5,0.0
504.0,0.0
504.5,0.0
505.0,0.0
505.5,0.0
506.0,0.0
506.5,0.0
507.0,0.0
507.5,0.0
508.0,0.0
508.5,0.0
509.0,0.0
509.5,0.0
510.0,0.0
510.5,0.0
511.0,0.0
511.5,0.0
512.0,0.0
512.5,0.0
513.0,0.0
513.5,0.0
514.0,0.0
514.5,0.0
515.0,0.0
515.5,0.0
516.0,0.0
516.5,0.0
517.0,0.0
517.5,0.0
518.0,0.0
518.5,0.0
519.0,0.0
519.5,0.0
520.0,0.0
520.5,0.0
521.0,0.0
521.5,0.0
522.0,0.0
522.5,0.0
523.0,0.0
523.5,0.0
524.0,0.0
524.5,0.0
525.0,0.0
525.5,0.0
526.0,0.0
526.5,0.0
527.0,0.0
527.5,0.0
528.0,0.0
528.5,0.0
529.0,0.0
529.5,0.0
530.0,0.0
530.5,0.0
531.0,0.0
531.5,0.0
532.0,0.0
532.5,0.0
533.0,0.0
533.5,0.0
534.0,0.0
534.5,0.0
535.0,0.0
535.5,0.0
536.0,0.0
536.5,0.0
537.0,0.0
537.5,0.0
538.0,0.0
538.5,0.0
539.0,0.0
539.5,0.0
540.0,0.0
540.5,0.0
541.0,0.0
541.5,0.0
542.0,0.0
542.5,0.0
543.0,0.0
543.5,0.0
544.0,0.0
544.5,0.0
545.0,0.0
545.5,0.0
546.0,0.0
546.5,0.0
547.0,0.0
547.5,0.0
548.0,0.0
548.5,0.0
549.0,0.0
549.5,0.0
550.0,0.0
550.5,0.0
551.0,0.0
551.5,0.0
552.0,0.0
552.5,0.0
553.0,0.0
553.5,0.0
554.0,0.0
554.5,0.0
555.0,0.0
555.5,0.0
556.0,0.0
556.5,0.0
557.0,0.0
557.5,0.0
558.0,0.0
558.5,0.0
559.0,0.0
559.5,0.0
560.0,0.0
560.5,0.0
561.0,0.0
561.5,0.0
562.0,0.0
562.5,0.0
563.0,0.0
563.5,0.0
564.0,0.0
564.5,0.0
565.0,0.0
565.5,0.0
566.0,0.0
566.5,0.0
567.0,0.0
567.5,0.0
568.0,0.0
568.5,0.0
569.0,0.0
569.5,0.0
570.0,0.0
570.5,0.0
571.0,0.0
571.5,0.0
572.0,0.0
572.5,0.0
573.0,0.0
573.5,0.0
574.0,0.0
574.5,0.0
575.0,0.0
575.5,0.0
576.0,0.0
576.5,0.0
577.0,0.0
577.5,0.0
578.0,0.0
578.5,0.0
579.0,0.0
579.5,0.0
580.0,0.0
580.5,0.0
581.0,0.0
581.5,0.0
582.0,0.0
582.5,0.0
583.0,0.0
583.5,0.0
584.0,0.0
584.5,0.0
585.0,0.0
585.5,0.0
586.0,0.0
586.5,0.0
587.0,0.0
587.5,0.0
588.0,0.0
588.5,0.0
589.0,0.0
589.5,0.0
590.0,0.0
590.5,0.0
591.0,0.0
591.5,0.0
592.0,0.0
592.5,0.0
593.0,0.0
593.5,0.0
594.0,0.0
594.5,0.0
595.0,0.0
595.5,0.0
596.0,0.0
596.5,0.0
597.0,0.0
597.5,0.0
598.0,0.0
598.5,0.0
599.0,0.0
599.5,0.0
600.0,0.0
600.5,0.0
601.0,0.0
601.5,0.0
602.0,0.0
602.5,0.0
603.0,0.0
603.5,0.0
604.0,0.0
604.5,0.0
605.0,0.0
605.5,0.0
606.0,0.0
606.5,0.0
607.0,0.0
607.5,0.0
608.0,0.0
608.5,0.0
609.0,0.0
609.5,0.0
610.0,0.0
610.5,0.0
611.0,0.0
611.5,0.0
612.0,0.0
612.5,0.0
613.0,0.0
613.5,0.0
614.0,0.0
614.5,0.0
615.0,9.5000001465451e-07
615.5,9.5000001465451e-07
616.0,9.5000001465451e-07
616.5,9.5000001465451e-07
617.0,9.5000001465451e-07
617.5,9.5000001465451e-07
618.0,9.5000001465451e-07
618.5,9.5000001465451e-07
619.0,9.5000001465451e-07
619.5,9.5000001465451e-07
620.0,9.5000001465451e-07
620.5,9.5000001465451e-07
621.0,9.5000001465451e-07
621.5,9.5000001465451e-07
622.0,9.5000001465451e-07
622.5,9.5000001465451e-07
623.0,9.5000001465451e-07
623.5,9.5000001465451e-07
624.0,9.5000001465451e-07
624.5,9.5000001465451e-07
625.0,9.5000001465451e-07
625.5,9.5000001465451e-07
626.0,9.5000001465451e-07
626.5,9.5000001465451e-07
627.0,9.5000001465451e-07
627.5,9.5000001465451e-07
628.0,9.5000001465451e-07
628.5,9.5000001465451e-07
629.0,9.5000001465451e-07
629.5,9.5000001465451e-07
630.0,9.5000001465451e-07
630.5,9.5000001465451e-07
631.0,9.5000001465451e-07
631.5,9.5000001465451e-07
632.0,9.5000001465451e-07
632.5,9.5000001465451e-07
633.0,9.5000001465451e-07
633.5,9.5000001465451e-07
634.0,9.5000001465451e-07
634.5,9.5000001465451e-07
635.0,9.5000001465451e-07
635.5,9.5000001465451e-07
636.0,9.5000001465451e-07
636.5,9.5000001465451e-07
637.0,9.5000001465451e-07
637.5,9.5000001465451e-07
638.0,9.5000001465451e-07
638.5,9.5000001465451e-07
639.0,9.5000001465451e-07
639.5,9.5000001465451e-07
640.0,9.5000001465451e-07
640.5,9.5000001465451e-07
641.0,9.5000001465451e-07
641.5,9.5000001465451e-07
642.0,9.5000001465451e-07
642.5,9.5000001465451e-07
643.0,9.5000001465451e-07
643.5,9.5000001465451e-07
644.0,9.5000001465451e-07
644.5,9.5000001465451e-07
645.0,9.5000001465451e-07
645.5,9.5000001465451e-07
646.0,9.5000001465451e-07
646.5,9.5000001465451e-07
647.0,9.5000001465451e-07
647.5,9.5000001465451e-07
648.0,9.5000001465451e-07
648.5,9.5000001465451e-07
649.0,9.5000001465451e-07
649.5,9.5000001465451e-07
650.0,9.5000001465451e-07
650.5,9.5000001465451e-07
651.0,9.5000001465451e-07
651.5,9.5000001465451e-07
652.0,9.5000001465451e-07
652.5,9.5000001465451e-07
653.0,9.5000001465451e-07
653.5,9.5000001465451e-07
654.0,9.5000001465451e-07
654.5,9.5000001465451e-07
655.0,9.5000001465451e-07
655.5,9.5000001465451e-07
656.0,9.5000001465451e-07
656.5,9.5000001465451e-07
657.0,9.5000001465451e-07
657.5,9.5000001465451e-07
658.0,9.5000001465451e-07
658.5,9.5000001465451e-07
659.0,9.5000001465451e-07
659.5,9.5000001465451e-07
660.0,9.5000001465451e-07
660.5,9.5000001465451e-07
661.0,9.5000001465451e-07
661.5,9.5000001465451e-07
662.0,9.5000001465451e-07
662.5,9.5000001465451e-07
663.0,9.5000001465451e-07
663.5,9.5000001465451e-07
664.0,9.5000001465451e-07
664.5,9.5000001465451e-07
665.0,9.5000001465451e-07
665.5,9.5000001465451e-07
666.0,9.5000001465451e-07
666.5,9.5000001465451e-07
667.0,9.5000001465451e-07
667.5,9.5000001465451e-07
668.0,9.5000001465451e-07
668.5,9.5000001465451e-07
669.0,9.5000001465451e-07
669.5,9.5000001465451e-07
670.0,9.5000001465451e-07
670.5,9.5000001465451e-07
671.0,9.5000001465451e-07
671.5,9.5000001465451e-07
672.0,9.5000001465451e-07
672.5,9.5000001465451e-07
673.0,9.5000001465451e-07
673.5,9.5000001465451e-07
674.0,9.5000001465451e-07
674.5,9.5000001465451e-07
675.0,9.5000001465451e-07
675.5,9.5000001465451e-07
676.0,9.5000001465451e-07
676.5,9.5000001465451e-07
677.0,9.5000001465451e-07
677.5,9.5000001465451e-07
678.0,9.5000001465451e-07
678.5,9.5000001465451e-07
679.0,9.5000001465451e-07
679.5,9.5000001465451e-07
680.0,9.5000001465451e-07
680.5,9.5000001465451e-07
681.0,9.5000001465451e-07
681.5,9.5000001465451e-07
682.0,9.5000001465451e-07
682.5,9.5000001465451e-07
683.0,9.5000001465451e-07
683.5,9.5000001465451e-07
684.0,9.5000001465451e-07
684.5,9.5000001465451e-07
685.0,9.5000001465451e-07
685.5,9.5000001465451e-07
686.0,9.5000001465451e-07
686.5,9.5000001465451e-07
687.0,9.5000001465451e-07
687.5,9.5000001465451e-07
688.0,9.5000001465451e-07
688.5,9.5000001465451e-07
689.0,9.5000001465451e-07
689.5,9.5000001465451e-07
690.0,9.5000001465451e-07
690.5,9.5000001465451e-07
691.0,9.5000001465451e-07
691.5,9.5000001465451e-07
692.0,9.5000001465451e-07
692.5,9.5000001465451e-07
693.0,9.5000001465451e-07
693.5,9.5000001465451e-07
694.0,9.5000001465451e-07
694.5,9.5000001465451e-07
695.0,9.5000001465451e-07
695.5,9.5000001465451e-07
696.0,9.5000001465451e-07
696.5,9.5000001465451e-07
697.0,9.5000001465451e-07
697.5,9.5000001465451e-07
698.0,9.5000001465451e-07
698.5,9.5000001465451e-07
699.0,9.5000001465451e-07
699.5,9.5000001465451e-07
700.0,9.5000001465451e-07
700.5,9.5000001465451e-07
701.0,9.5000001465451e-07
701.5,9.5000001465451e-07
702.0,9.5000001465451e-07
702.5,9.5000001465451e-07
703.0,9.5000001465451e-07
703.5,9.5000001465451e-07
704.0,9.5000001465451e-07
704.5,9.5000001465451e-07
705.0,9.5000001465451e-07
705.5,9.5000001465451e-07
706.0,9.5000001465451e-07
706.5,9.5000001465451e-07
707.0,9.5000001465451e-07
707.5,9.5000001465451e-07
708.0,9.5000001465451e-07
708.5,9.5000001465451e-07
709.0,9.5000001465451e-07
709.5,9.5000001465451e-07
710.0,9.5000001465451e-07
710.5,9.5000001465451e-07
711.0,9.5000001465451e-07
711.5,9.5000001465451e-07
712.0,9.5000001465451e-07
712.5,9.5000001465451e-07
713.0,9.5000001465451e-07
713.5,9.5000001465451e-07
714.0,9.5000001465451e-07
714.5,9.5000001465451e-07
715.0,9.5000001465451e-07
715.5,9.5000001465451e-07
716.0,9.5000001465451e-07
716.5,9.5000001465451e-07
717.0,9.5000001465451e-07
717.5,9.5000001465451e-07
718.0,9.5000001465451e-07
718.5,9.5000001465451e-07
719.0,9.5000001465451e-07
719.5,9.5000001465451e-07
720.0,9.5000001465451e-07
720.5,9.5000001465451e-07
721.0,9.5000001465451e-07
721.5,9.5000001465451e-07
722.0,9.5000001465451e-07
722.5,9.5000001465451e-07
723.0,9.5000001465451e-07
723.5,9.5000001465451e-07
724.0,9.5000001465451e-07
724.5,9.5000001465451e-07
725.0,9.5000001465451e-07
725.5,9.5000001465451e-07
726.0,9.5000001465451e-07
726.5,9.5000001465451e-07
727.0,9.5000001465451e-07
727.5,9.5000001465451e-07
728.0,9.5000001465451e-07
728.5,9.5000001465451e-07
729.0,9.5000001465451e-07
729.5,9.5000001465451e-07
730.0,9.5000001465451e-07
730.5,9.5000001465451e-07
731.0,9.5000001465451e-07
731.5,9.5000001465451e-07
732.0,9.5000001465451e-07
732.5,9.5000001465451e-07
733.0,9.5000001465451e-07
733.5,9.5000001465451e-07
734.0,9.5000001465451e-07
734.5,9.5000001465451e-07
735.0,9.5000001465451e-07
735.5,9.5000001465451e-07
736.0,9.5000001465451e-07
736.5,9.5000001465451e-07
737.0,9.5000001465451e-07
737.5,9.5000001465451e-07
738.0,9.5000001465451e-07
738.5,9.5000001465451e-07
739.0,9.5000001465451e-07
739.5,9.5000001465451e-07
740.0,9.5000001465451e-07
740.5,9.5000001465451e-07
741.0,9.5000001465451e-07
741.5,9.5000001465451e-07
742.0,9.5000001465451e-07
742.5,9.5000001465451e-07
743.0,9.5000001465451e-07
743.5,9.5000001465451e-07
744.0,9.5000001465451e-07
744.5,9.5000001465451e-07
745.0,9.5000001465451e-07
745.5,9.5000001465451e-07
746.0,9.5000001465451e-07
746.5,9.5000001465451e-07
747.0,9.5000001465451e-07
747.5,9.5000001465451e-07
748.0,9.5000001465451e-07
748.5,9.5000001465451e-07
749.0,9.5000001465451e-07
749.5,9.5000001465451e-07
750.0,9.5000001465451e-07
750.5,9.5000001465451e-07
751.0,9.5000001465451e-07
751.5,9.5000001465451e-07
752.0,9.5000001465451e-07
752.5,9.5000001465451e-07
753.0,9.5000001465451e-07
753.5,9.5000001465451e-07
754.0,9.5000001465451e-07
754.5,9.5000001465451e-07
755.0,9.5000001465451e-07
755.5,9.5000001465451e-07
756.0,9.5000001465451e-07
756.5,9.5000001465451e-07
757.0,9.5000001465451e-07
757.5,9.5000001465451e-07
758.0,9.5000001465451e-07
758.5,9.5000001465451e-07
759.0,9.5000001465451e-07
759.5,9.5000001465451e-07
760.0,9.5000001465451e-07
760.5,9.5000001465451e-07
761.0,9.5000001465451e-07
761.5,9.5000001465451e-07
762.0,9.5000001465451e-07
762.5,9.5000001465451e-07
763.0,9.5000001465451e-07
763.5,9.5000001465451e-07
764.0,9.5000001465451e-07
764.5,9.5000001465451e-07
765.0,9.5000001465451e-07
765.5,9.5000001465451e-07
766.0,9.5000001465451e-07
766.5,9.5000001465451e-07
767.0,9.5000001465451e-07
767.5,9.5000001465451e-07
768.0,9.5000001465451e-07
768.5,9.5000001465451e-07
769.0,9.5000001465451e-07
769.5,9.5000001465451e-07
770.0,9.5000001465451e-07
770.5,9.5000001465451e-07
771.0,9.5000001465451e-07
771.5,9.5000001465451e-07
772.0,9.5000001465451e-07
772.5,9.5000001465451e-07
773.0,9.5000001465451e-07
773.5,9.5000001465451e-07
774.0,9.5000001465451e-07
774.5,9.5000001465451e-07
775.0,9.5000001465451e-07
775.5,9.5000001465451e-07
776.0,9.5000001465451e-07
776.5,9.5000001465451e-07
777.0,9.5000001465451e-07
777.5,9.5000001465451e-07
778.0,9.5000001465451e-07
778.5,9.5000001465451e-07
779.0,9.5000001465451e-07
779.5,9.5000001465451e-07
780.0,9.5000001465451e-07
780.5,9.5000001465451e-07
781.0,9.5000001465451e-07
781.5,9.5000001465451e-07
782.0,9.5000001465451e-07
782.5,9.5000001465451e-07
783.0,9.5000001465451e-07
783.5,9.5000001465451e-07
784.0,9.5000001465451e-07
784.5,9.5000001465451e-07
785.0,9.5000001465451e-07
785.5,9.5000001465451e-07
786.0,9.5000001465451e-07
786.5,9.5000001465451e-07
787.0,9.5000001465451e-07
787.5,9.5000001465451e-07
788.0,9.5000001465451e-07
788.5,9.5000001465451e-07
789.0,9.5000001465451e-07
789.5,9.5000001465451e-07
790.0,9.5000001465451e-07
790.5,9.5000001465451e-07
791.0,9.5000001465451e-07
791.5,9.5000001465451e-07
792.0,9.5000001465451e-07
792.5,9.5000001465451e-07
793.0,9.5000001465451e-07
793.5,9.5000001465451e-07
794.0,9.5000001465451e-07
794.5,9.5000001465451e-07
795.0,9.5000001465451e-07
795.5,9.5000001465451e-07
796.0,9.5000001465451e-07
796.5,9.5000001465451e-07
797.0,9.5000001465451e-07
797.5,9.5000001465451e-07
798.0,9.5000001465451e-07
798.5,9.9384897112031e-07
799.0,9.5000001465451e-07
799.5,9.5000001465451e-07
800.0,1.3320000107342e-06
800.5,1.7619699974603e-06
801.0,1.921669991134e-06
801.5,1.5179799675025e-06
802.0,1.0078599643748e-06
802.5,1.0988400163114e-06
803.0,9.5000001465451e-07
803.5,1.2921200323035e-06
804.0,2.0264199065423e-06
804.5,2.2725600956619e-06
805.0,1.8431400121699e-06
805.5,1.9136500668537e-06
806.0,1.738819946695e-06
806.5,1.2216399909448e-06
807.0,2.5671499770397e-06
807.5,2.3254999632627e-06
808.0,1.3440400152831e-06
808.5,1.7458399952375e-06
809.0,2.6081800115207e-06
809.5,3.0680200779898e-06
810.0,2.7572700673772e-06
810.5,2.5802301024669e-06
811.0,4.1410598896618e-06
811.5,3.9608999031771e-06
812.0,4.8572101150057e-06
812.5,5.5302598411799e-06
813.0,4.8368401621701e-06
813.5,6.6255802266824e-06
814.0,9.537689948047e-06
814.5,1.3795899576508e-05
815.0,1.5604300642735e-05
815.5,2.0415000108187e-05
816.0,3.3564301702427e-05
816.5,3.8307800423354e-05
817.0,5.6750199291855e-05
817.5,7.7650598541368e-05
818.0,0.00010862699855352
818.5,0.00016390900418628
819.0,0.00022215499484446
819.5,0.00035027900594287
820.0,0.00055555498693138
820.5,0.00085087597835809
821.0,0.0013340800069273
821.5,0.0022559000644833
822.0,0.0038055100012571
822.5,0.0066264998167753
823.0,0.012129800394177
823.5,0.022712400183082
824.0,0.046305399388075
824.5,0.093819297850132
825.0,0.19194899499416
825.5,0.36892700195312
826.0,0.60454100370407
826.5,0.81191200017929
827.0,0.91717302799225
827.5,0.95123398303986
828.0,0.94584602117538
828.5,0.95598298311234
829.0,0.96894901990891
829.5,0.9714919924736
830.0,0.97859299182892
830.5,0.97643399238586
831.0,0.97427499294281
831.5,0.96476298570633
832.0,0.95526301860809
832.5,0.94923597574234
833.0,0.94320899248123
833.5,0.94493800401688
834.0,0.94666701555252
834.5,0.95403099060059
835.0,0.96139097213745
835.5,0.96916097402573
836.0,0.97692799568176
836.5,0.9782389998436
837.0,0.97955000400543
837.5,0.97441899776459
838.0,0.9692850112915
