index	name	lam	centerlam	bandwidth	response	group
0	m3750	1000.0	3750.0	500.0	0.0	sdt_default
0	m3750	1009.0	3750.0	500.0	0.0	sdt_default
0	m3750	1018.0	3750.0	500.0	0.0	sdt_default
0	m3750	1027.0	3750.0	500.0	0.0	sdt_default
0	m3750	1036.0	3750.0	500.0	0.0	sdt_default
0	m3750	1045.0	3750.0	500.0	0.0	sdt_default
0	m3750	1054.1	3750.0	500.0	0.0	sdt_default
0	m3750	1063.1	3750.0	500.0	0.0	sdt_default
0	m3750	1072.1	3750.0	500.0	0.0	sdt_default
0	m3750	1081.1	3750.0	500.0	0.0	sdt_default
0	m3750	1090.1	3750.0	500.0	0.0	sdt_default
0	m3750	1099.1	3750.0	500.0	0.0	sdt_default
0	m3750	1108.1	3750.0	500.0	0.0	sdt_default
0	m3750	1117.1	3750.0	500.0	0.0	sdt_default
0	m3750	1126.1	3750.0	500.0	0.0	sdt_default
0	m3750	1135.1	3750.0	500.0	0.0	sdt_default
0	m3750	1144.1	3750.0	500.0	0.0	sdt_default
0	m3750	1153.2	3750.0	500.0	0.0	sdt_default
0	m3750	1162.2	3750.0	500.0	0.0	sdt_default
0	m3750	1171.2	3750.0	500.0	0.0	sdt_default
0	m3750	1180.2	3750.0	500.0	0.0	sdt_default
0	m3750	1189.2	3750.0	500.0	0.0	sdt_default
0	m3750	1198.2	3750.0	500.0	0.0	sdt_default
0	m3750	1207.2	3750.0	500.0	0.0	sdt_default
0	m3750	1216.2	3750.0	500.0	0.0	sdt_default
0	m3750	1225.2	3750.0	500.0	0.0	sdt_default
0	m3750	1234.2	3750.0	500.0	0.0	sdt_default
0	m3750	1243.2	3750.0	500.0	0.0	sdt_default
0	m3750	1252.3	3750.0	500.0	0.0	sdt_default
0	m3750	1261.3	3750.0	500.0	0.0	sdt_default
0	m3750	1270.3	3750.0	500.0	0.0	sdt_default
0	m3750	1279.3	3750.0	500.0	0.0	sdt_default
0	m3750	1288.3	3750.0	500.0	0.0	sdt_default
0	m3750	1297.3	3750.0	500.0	0.0	sdt_default
0	m3750	1306.3	3750.0	500.0	0.0	sdt_default
0	m3750	1315.3	3750.0	500.0	0.0	sdt_default
0	m3750	1324.3	3750.0	500.0	0.0	sdt_default
0	m3750	1333.3	3750.0	500.0	0.0	sdt_default
0	m3750	1342.3	3750.0	500.0	0.0	sdt_default
0	m3750	1351.4	3750.0	500.0	0.0	sdt_default
0	m3750	1360.4	3750.0	500.0	0.0	sdt_default
0	m3750	1369.4	3750.0	500.0	0.0	sdt_default
0	m3750	1378.4	3750.0	500.0	0.0	sdt_default
0	m3750	1387.4	3750.0	500.0	0.0	sdt_default
0	m3750	1396.4	3750.0	500.0	0.0	sdt_default
0	m3750	1405.4	3750.0	500.0	0.0	sdt_default
0	m3750	1414.4	3750.0	500.0	0.0	sdt_default
0	m3750	1423.4	3750.0	500.0	0.0	sdt_default
0	m3750	1432.4	3750.0	500.0	0.0	sdt_default
0	m3750	1441.4	3750.0	500.0	0.0	sdt_default
0	m3750	1450.5	3750.0	500.0	0.0	sdt_default
0	m3750	1459.5	3750.0	500.0	0.0	sdt_default
0	m3750	1468.5	3750.0	500.0	0.0	sdt_default
0	m3750	1477.5	3750.0	500.0	0.0	sdt_default
0	m3750	1486.5	3750.0	500.0	0.0	sdt_default
0	m3750	1495.5	3750.0	500.0	0.0	sdt_default
0	m3750	1504.5	3750.0	500.0	0.0	sdt_default
0	m3750	1513.5	3750.0	500.0	0.0	sdt_default
0	m3750	1522.5	3750.0	500.0	0.0	sdt_default
0	m3750	1531.5	3750.0	500.0	0.0	sdt_default
0	m3750	1540.5	3750.0	500.0	0.0	sdt_default
